"zipcode","month","FutureRent"
77573,"2025-02-28 00:00:00",1706.3656658481823
77573,"2025-03-31 00:00:00",1718.1638229339733
77573,"2025-04-30 00:00:00",1713.7236935804708
77573,"2025-05-31 00:00:00",1718.9962596145656
77573,"2025-06-30 00:00:00",1726.8809437332914
10458,"2022-12-31 00:00:00",1725.4412992980801
10458,"2023-01-31 00:00:00",1754.2014216653763
10458,"2023-02-28 00:00:00",1772.9980739850444
10458,"2023-03-31 00:00:00",1773.732925149509
10458,"2023-04-30 00:00:00",1771.6791698682098
10458,"2023-05-31 00:00:00",1765.2082616763257
10458,"2023-06-30 00:00:00",1772.65127137277
10458,"2023-07-31 00:00:00",1786.287240032176
10458,"2023-08-31 00:00:00",1775.2946645524794
10458,"2023-09-30 00:00:00",1779.217265020175
10458,"2023-10-31 00:00:00",1752.6849014170325
10458,"2023-11-30 00:00:00",1767.452069431344
10458,"2023-12-31 00:00:00",1778.2619038791872
10458,"2024-01-31 00:00:00",1806.2609189261805
10458,"2024-02-29 00:00:00",1824.5557153827353
10458,"2024-03-31 00:00:00",1826.6617415741312
10458,"2024-04-30 00:00:00",1826.1554109224558
10458,"2024-05-31 00:00:00",1817.9873574965463
10458,"2024-06-30 00:00:00",1824.4157229843743
10458,"2024-07-31 00:00:00",1836.5511820498766
10458,"2024-08-31 00:00:00",1826.375459628616
10458,"2024-09-30 00:00:00",1830.820029200303
10458,"2024-10-31 00:00:00",1802.7816802688046
10458,"2024-11-30 00:00:00",1817.337007272261
10458,"2024-12-31 00:00:00",1828.9351269364192
10458,"2025-01-31 00:00:00",1857.2880921150331
10458,"2025-02-28 00:00:00",1875.8162747762206
10458,"2025-03-31 00:00:00",1877.2846411155679
10458,"2025-04-30 00:00:00",1876.0586863889189
10458,"2025-05-31 00:00:00",1868.6798840488138
10458,"2025-06-30 00:00:00",1875.5801060562258
30043,"2022-12-31 00:00:00",2014.8952122701946
30043,"2023-01-31 00:00:00",2038.0354035093765
30043,"2023-02-28 00:00:00",2086.3041758501568
30043,"2023-03-31 00:00:00",2104.479444946056
30043,"2023-04-30 00:00:00",2139.6776838997685
30043,"2023-05-31 00:00:00",2148.3061318035097
30043,"2023-06-30 00:00:00",2177.6360366165372
30043,"2023-07-31 00:00:00",2191.5998422087223
30043,"2023-08-31 00:00:00",2225.6115248331917
30043,"2023-09-30 00:00:00",2247.7373722711195
30043,"2023-10-31 00:00:00",2281.946579406451
30043,"2023-11-30 00:00:00",2297.0823571998994
30043,"2023-12-31 00:00:00",2338.571690294342
30043,"2024-01-31 00:00:00",2366.0978138860005
30043,"2024-02-29 00:00:00",2418.0799150309817
30043,"2024-03-31 00:00:00",2441.646305302949
30043,"2024-04-30 00:00:00",2478.851698016529
30043,"2024-05-31 00:00:00",2492.699394645555
30043,"2024-06-30 00:00:00",2524.79509800662
30043,"2024-07-31 00:00:00",2545.979503927669
30043,"2024-08-31 00:00:00",2586.675103818071
30043,"2024-09-30 00:00:00",2615.9705387519016
30043,"2024-10-31 00:00:00",2657.4371670201444
30043,"2024-11-30 00:00:00",2681.6647971751954
30043,"2024-12-31 00:00:00",2731.057933983955
30043,"2025-01-31 00:00:00",2764.9704026698087
30043,"2025-02-28 00:00:00",2824.120103346296
30043,"2025-03-31 00:00:00",2853.51043249546
30043,"2025-04-30 00:00:00",2898.863831573942
30043,"2025-05-31 00:00:00",2918.6647705244127
30043,"2025-06-30 00:00:00",2958.4340189420686
77584,"2022-12-31 00:00:00",1524.5865385283246
77584,"2023-01-31 00:00:00",1520.541669709074
77584,"2023-02-28 00:00:00",1520.135169321454
77584,"2023-03-31 00:00:00",1546.2282085718025
77584,"2023-04-30 00:00:00",1542.4242213170826
77584,"2023-05-31 00:00:00",1544.1210949041215
77584,"2023-06-30 00:00:00",1539.4310314571862
77584,"2023-07-31 00:00:00",1550.1701020168307
77584,"2023-08-31 00:00:00",1560.1089722770225
77584,"2023-09-30 00:00:00",1567.343424207422
77584,"2023-10-31 00:00:00",1570.9060565544223
77584,"2023-11-30 00:00:00",1563.5753731495709
77584,"2023-12-31 00:00:00",1542.195610251352
77584,"2024-01-31 00:00:00",1537.9119409840214
77584,"2024-02-29 00:00:00",1537.5631192751262
77584,"2024-03-31 00:00:00",1562.9628173249425
77584,"2024-04-30 00:00:00",1558.7142309216374
77584,"2024-05-31 00:00:00",1559.9808590217544
77584,"2024-06-30 00:00:00",1555.2440487803008
77584,"2024-07-31 00:00:00",1565.831965965421
77584,"2024-08-31 00:00:00",1575.7982016459596
77584,"2024-09-30 00:00:00",1582.9380315241774
77584,"2024-10-31 00:00:00",1586.4213879282909
77584,"2024-11-30 00:00:00",1579.0477026321937
77584,"2024-12-31 00:00:00",1557.6169581088905
77584,"2025-01-31 00:00:00",1553.4079637533166
77584,"2025-02-28 00:00:00",1553.0432705704575
77584,"2025-03-31 00:00:00",1578.6513735707583
77584,"2025-04-30 00:00:00",1574.5354523433791
77584,"2025-05-31 00:00:00",1575.930865380371
77584,"2025-06-30 00:00:00",1571.2075548504993
11235,"2022-12-31 00:00:00",2208.771797333376
11235,"2023-01-31 00:00:00",2202.134881628039
11235,"2023-02-28 00:00:00",2180.2632659435653
11235,"2023-03-31 00:00:00",2188.631360183359
11235,"2023-04-30 00:00:00",2184.262814039533
11235,"2023-05-31 00:00:00",2234.4000862077437
11235,"2023-06-30 00:00:00",2224.7071566178065
11235,"2023-07-31 00:00:00",2287.0543580158887
11235,"2023-08-31 00:00:00",2306.6005304677597
11235,"2023-09-30 00:00:00",2310.580171905786
11235,"2023-10-31 00:00:00",2271.3389581668107
11235,"2023-11-30 00:00:00",2230.7701058688594
11235,"2023-12-31 00:00:00",2235.2489045354896
11235,"2024-01-31 00:00:00",2229.250175312286
11235,"2024-02-29 00:00:00",2207.1883432111185
11235,"2024-03-31 00:00:00",2213.856304286936
11235,"2024-04-30 00:00:00",2208.5417008325894
11235,"2024-05-31 00:00:00",2258.3627336277873
11235,"2024-06-30 00:00:00",2249.6016842246004
11235,"2024-07-31 00:00:00",2311.699058460589
11235,"2024-08-31 00:00:00",2331.0461238463395
11235,"2024-09-30 00:00:00",2335.128896771342
11235,"2024-10-31 00:00:00",2295.8123822800053
11235,"2024-11-30 00:00:00",2255.3078365574215
11235,"2024-12-31 00:00:00",2260.104160581982
11235,"2025-01-31 00:00:00",2253.8875424840935
11235,"2025-02-28 00:00:00",2231.890653619525
11235,"2025-03-31 00:00:00",2239.1390695085934
11235,"2025-04-30 00:00:00",2234.1474658335155
11235,"2025-05-31 00:00:00",2284.076467913734
11235,"2025-06-30 00:00:00",2274.997258966094
92592,"2022-12-31 00:00:00",3091.6917132906415
92592,"2023-01-31 00:00:00",3136.8523258309724
92592,"2023-02-28 00:00:00",3172.9977441209917
92592,"2023-03-31 00:00:00",3236.0162173558024
92592,"2023-04-30 00:00:00",3279.2521589352896
92592,"2023-05-31 00:00:00",3319.8337824856653
92592,"2023-06-30 00:00:00",3355.0011435123643
92592,"2023-07-31 00:00:00",3392.1571519057907
92592,"2023-08-31 00:00:00",3440.440022624591
92592,"2023-09-30 00:00:00",3466.7195533519166
92592,"2023-10-31 00:00:00",3507.117437806786
92592,"2023-11-30 00:00:00",3550.1689200988076
92592,"2023-12-31 00:00:00",3603.321391194129
92592,"2024-01-31 00:00:00",3655.117630547126
92592,"2024-02-29 00:00:00",3701.1742540146483
92592,"2024-03-31 00:00:00",3772.381781039793
